需求编号,来源文档和章节,原子需求,对应实施工作包,实现文件或符号,自动化验证,页面PDA打印或性能验证,当前状态,证据链接或位置,产品确认人,确认版本
ACT-S08-06,work-item-catalog.md ACT-S08-06；product-design.md 第21.8节；dependency-revision-v4.md ACT事实识别状态纠正,可交成衣时，成衣交出以“放行→交出确认”识别该动作的完成事实,WP-ACT 逐类型事件完成识别；原WP01/WP02,候选定义：catalog.ts、configuration.ts；本类型完整事件识别投影未精确绑定。相邻能力：V3-SOURCE-006/014/017/020/022。,本项缺口：已有交出相邻能力；仍需成衣放行及实际交出数量/批次，区分可交与已交。 需绑定适用有效/部分/重复/缺失/取消失效事件结果；目录字段非空或整组测试数不能证明本项。F03/F10；V3-SOURCE-006/014/017/020/022。,当前实施中：目录可见不等于实际起止/完成识别；具体类型来源身份、数量/单位/版本/责任与结果仍缺独立页面和事件证据。,实施中,本行具体缺口；product-design.md §21.8；dependency-revision-v4.md ACT纠正；implementation-plan.md WP-ACT；review-v2-resolution.md F03/F10。历史定义/算例：implementation-evidence/verification.json、implementation-review.md（不证明当前事件识别）。,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V4文档纠正：目录已定义，逐类型事件识别证据不足；产品接受未发生
ACT-S08-07,work-item-catalog.md ACT-S08-07；product-design.md 第21.8节；dependency-revision-v4.md ACT事实识别状态纠正,成衣到仓时，成衣仓实收以“交付→仓库实收数量”识别该动作的完成事实,WP-ACT 逐类型事件完成识别；原WP01/WP02,候选定义：catalog.ts、configuration.ts；本类型完整事件识别投影未精确绑定。相邻能力：V3-SOURCE-006/014/017/020/022。,本项缺口：需绑定成衣交付及仓库实收/差异，源工厂交出不能直接证明成衣仓已收到。 需绑定适用有效/部分/重复/缺失/取消失效事件结果；目录字段非空或整组测试数不能证明本项。F03/F10；V3-SOURCE-006/014/017/020/022。,当前实施中：目录可见不等于实际起止/完成识别；具体类型来源身份、数量/单位/版本/责任与结果仍缺独立页面和事件证据。,实施中,本行具体缺口；product-design.md §21.8；dependency-revision-v4.md ACT纠正；implementation-plan.md WP-ACT；review-v2-resolution.md F03/F10。历史定义/算例：implementation-evidence/verification.json、implementation-review.md（不证明当前事件识别）。,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V4文档纠正：目录已定义，逐类型事件识别证据不足；产品接受未发生
ACT-S08-08,work-item-catalog.md ACT-S08-08；product-design.md 第21.8节；dependency-revision-v4.md ACT事实识别状态纠正,实收且质量满足时，成衣入库及可发确认以“可入库→可供发货库存”识别该动作的完成事实,WP-ACT 逐类型事件完成识别；原WP01/WP02,候选定义：catalog.ts、configuration.ts；本类型完整事件识别投影未精确绑定。相邻能力：V3-SOURCE-006/014/017/020/022。,本项缺口：需绑定合格可入库条件、成衣实际入库与可发库存，缺合格/分配事实不能推定可发。 需绑定适用有效/部分/重复/缺失/取消失效事件结果；目录字段非空或整组测试数不能证明本项。F03/F10；V3-SOURCE-006/014/017/020/022。,当前实施中：目录可见不等于实际起止/完成识别；具体类型来源身份、数量/单位/版本/责任与结果仍缺独立页面和事件证据。,实施中,本行具体缺口；product-design.md §21.8；dependency-revision-v4.md ACT纠正；implementation-plan.md WP-ACT；review-v2-resolution.md F03/F10。历史定义/算例：implementation-evidence/verification.json、implementation-review.md（不证明当前事件识别）。,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V4文档纠正：目录已定义，逐类型事件识别证据不足；产品接受未发生
ACT-S09-01,work-item-catalog.md ACT-S09-01；product-design.md 第21.8节；dependency-revision-v4.md ACT事实识别状态纠正,有效成衣待发时，发货条件确认以“具备检查条件→可发／待履约原因明确”识别该动作的完成事实,WP-ACT 逐类型事件完成识别；原WP01/WP02,候选定义：catalog.ts、configuration.ts；本类型完整事件识别投影未精确绑定。相邻能力：V3-SOURCE-004/016/017/018；V4-RULE-002。,本项缺口：需绑定有效成衣具备检查条件及可发/待履约原因判断；确认未来发货工作范围不等于实际发货条件已满足。 需绑定适用有效/部分/重复/缺失/取消失效事件结果；目录字段非空或整组测试数不能证明本项。F03/F10；V3-SOURCE-004/016/017/018；V4-RULE-002。,当前实施中：目录可见不等于实际起止/完成识别；具体类型来源身份、数量/单位/版本/责任与结果仍缺独立页面和事件证据。,实施中,本行具体缺口；product-design.md §21.8；dependency-revision-v4.md ACT纠正；implementation-plan.md WP-ACT；review-v2-resolution.md F03/F10。历史定义/算例：implementation-evidence/verification.json、implementation-review.md（不证明当前事件识别）。,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V4文档纠正：目录已定义，逐类型事件识别证据不足；产品接受未发生
ACT-S09-02,work-item-catalog.md ACT-S09-02；product-design.md 第21.8节；dependency-revision-v4.md ACT事实识别状态纠正,具备实际业务发货任务时，拣配以“可拣配→本次拣配完成”识别该动作的完成事实,WP-ACT 逐类型事件完成识别；原WP01/WP02,候选定义：catalog.ts、configuration.ts；本类型完整事件识别投影未精确绑定。相邻能力：V3-SOURCE-004/016/017/018；V4-RULE-002。,本项缺口：需绑定实际业务发货任务及本次拣配完成，未发货任务不能提前虚构确定客户订单集合。 需绑定适用有效/部分/重复/缺失/取消失效事件结果；目录字段非空或整组测试数不能证明本项。F03/F10；V3-SOURCE-004/016/017/018；V4-RULE-002。,当前实施中：目录可见不等于实际起止/完成识别；具体类型来源身份、数量/单位/版本/责任与结果仍缺独立页面和事件证据。,实施中,本行具体缺口；product-design.md §21.8；dependency-revision-v4.md ACT纠正；implementation-plan.md WP-ACT；review-v2-resolution.md F03/F10。历史定义/算例：implementation-evidence/verification.json、implementation-review.md（不证明当前事件识别）。,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V4文档纠正：目录已定义，逐类型事件识别证据不足；产品接受未发生
ACT-S09-03,work-item-catalog.md ACT-S09-03；product-design.md 第21.8节；dependency-revision-v4.md ACT事实识别状态纠正,本次拣配完成时，复核以“待复核→货品数量复核通过”识别该动作的完成事实,WP-ACT 逐类型事件完成识别；原WP01/WP02,候选定义：catalog.ts、configuration.ts；本类型完整事件识别投影未精确绑定。相邻能力：V3-SOURCE-004/016/017/018；V4-RULE-002。,本项缺口：需绑定本次拣配对象及货品/数量复核通过，源事件未接入不能只按状态默认完成。 需绑定适用有效/部分/重复/缺失/取消失效事件结果；目录字段非空或整组测试数不能证明本项。F03/F10；V3-SOURCE-004/016/017/018；V4-RULE-002。,当前实施中：目录可见不等于实际起止/完成识别；具体类型来源身份、数量/单位/版本/责任与结果仍缺独立页面和事件证据。,实施中,本行具体缺口；product-design.md §21.8；dependency-revision-v4.md ACT纠正；implementation-plan.md WP-ACT；review-v2-resolution.md F03/F10。历史定义/算例：implementation-evidence/verification.json、implementation-review.md（不证明当前事件识别）。,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V4文档纠正：目录已定义，逐类型事件识别证据不足；产品接受未发生
ACT-S09-04,work-item-catalog.md ACT-S09-04；product-design.md 第21.8节；dependency-revision-v4.md ACT事实识别状态纠正,本次需包装时，包装与交运准备以“可打包→可实际交运”识别该动作的完成事实,WP-ACT 逐类型事件完成识别；原WP01/WP02,候选定义：catalog.ts、configuration.ts；本类型完整事件识别投影未精确绑定。相邻能力：V3-SOURCE-004/016/017/018；V4-RULE-002。,本项缺口：需绑定本次包装条件及可交运事件，包装完成不能替代实际发货。 需绑定适用有效/部分/重复/缺失/取消失效事件结果；目录字段非空或整组测试数不能证明本项。F03/F10；V3-SOURCE-004/016/017/018；V4-RULE-002。,当前实施中：目录可见不等于实际起止/完成识别；具体类型来源身份、数量/单位/版本/责任与结果仍缺独立页面和事件证据。,实施中,本行具体缺口；product-design.md §21.8；dependency-revision-v4.md ACT纠正；implementation-plan.md WP-ACT；review-v2-resolution.md F03/F10。历史定义/算例：implementation-evidence/verification.json、implementation-review.md（不证明当前事件识别）。,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V4文档纠正：目录已定义，逐类型事件识别证据不足；产品接受未发生
ACT-S09-05,work-item-catalog.md ACT-S09-05；product-design.md 第21.8节；dependency-revision-v4.md ACT事实识别状态纠正,本次货物实际发出时，实际发货确认以“可交运→有效实际发货事件”识别该动作的完成事实,WP-ACT 逐类型事件完成识别；原WP01/WP02,候选定义：catalog.ts、configuration.ts；本类型完整事件识别投影未精确绑定。相邻能力：V3-SOURCE-004/016/017/018；V4-RULE-002。,本项缺口：当前实际客户发货事实未接通；需有效实发事件、批次/明细数量及时刻，计划或工厂交出不算终点。 需绑定适用有效/部分/重复/缺失/取消失效事件结果；目录字段非空或整组测试数不能证明本项。F03/F10；V3-SOURCE-004/016/017/018；V4-RULE-002。,当前实施中：目录可见不等于实际起止/完成识别；具体类型来源身份、数量/单位/版本/责任与结果仍缺独立页面和事件证据。,实施中,本行具体缺口；product-design.md §21.8；dependency-revision-v4.md ACT纠正；implementation-plan.md WP-ACT；review-v2-resolution.md F03/F10。历史定义/算例：implementation-evidence/verification.json、implementation-review.md（不证明当前事件识别）。,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V4文档纠正：目录已定义，逐类型事件识别证据不足；产品接受未发生
ACT-S09-06,work-item-catalog.md ACT-S09-06；product-design.md 第21.8节；dependency-revision-v4.md ACT事实识别状态纠正,实发时才建立时，发货订单／生产来源关联以“实发事实→对应订单行与生产来源数量确认”识别该动作的完成事实,WP-ACT 逐类型事件完成识别；原WP01/WP02,候选定义：catalog.ts、configuration.ts；本类型完整事件识别投影未精确绑定。相邻能力：V3-SOURCE-004/016/017/018；V4-RULE-002。,本项缺口：当前客户实发行/生产来源数量归属未接通；需实发时建立订单行与生产来源分配，不能预设未发订单集合。 需绑定适用有效/部分/重复/缺失/取消失效事件结果；目录字段非空或整组测试数不能证明本项。F03/F10；V3-SOURCE-004/016/017/018；V4-RULE-002。,当前实施中：目录可见不等于实际起止/完成识别；具体类型来源身份、数量/单位/版本/责任与结果仍缺独立页面和事件证据。,实施中,本行具体缺口；product-design.md §21.8；dependency-revision-v4.md ACT纠正；implementation-plan.md WP-ACT；review-v2-resolution.md F03/F10。历史定义/算例：implementation-evidence/verification.json、implementation-review.md（不证明当前事件识别）。,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V4文档纠正：目录已定义，逐类型事件识别证据不足；产品接受未发生
ACT-S09-07,work-item-catalog.md ACT-S09-07；product-design.md 第21.8节；dependency-revision-v4.md ACT事实识别状态纠正,已有实发订单关联时，订单时效核算以“所需订单事实齐→时效结果可查”识别该动作的完成事实,WP-ACT 逐类型事件完成识别；原WP01/WP02,候选定义：catalog.ts、configuration.ts；本类型完整事件识别投影未精确绑定。相邻能力：未接通；需订单下单、正式要求与有效实发事件齐备后的逐订单核算结果。 需按适用情况补有效、部分、重复、缺失、取消/失效事件与结果；已有专项整组通过数不能替代本项精确用例。问题F03/F10；关联V3-SOURCE-004/016/017/018；V4-RULE-002。,本项缺口：已有历史订单算例规则，真实客户订单及实发关联未接通；需订单下单、正式要求与有效实发事件齐备后的逐订单核算结果。 需绑定适用有效/部分/重复/缺失/取消失效事件结果；目录字段非空或整组测试数不能证明本项。F03/F10；未接通；需订单下单、正式要求与有效实发事件齐备后的逐订单核算结果。 需按适用情况补有效、部分、重复、缺失、取消/失效事件与结果；已有专项整组通过数不能替代本项精确用例。问题F03/F10；关联V3-SOURCE-004/016/017/018；V4-RULE-002。,当前实施中：目录可见不等于实际起止/完成识别；具体类型来源身份、数量/单位/版本/责任与结果仍缺独立页面和事件证据。,实施中,本行具体缺口；product-design.md §21.8；dependency-revision-v4.md ACT纠正；implementation-plan.md WP-ACT；review-v2-resolution.md F03/F10。历史定义/算例：implementation-evidence/verification.json、implementation-review.md（不证明当前事件识别）。,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V4文档纠正：目录已定义，逐类型事件识别证据不足；产品接受未发生
IA-001,product-design.md 第11/12/20.1节；用户2026-09-17页面反馈,总览三个互斥页签，非当前长内容不占布局,WP09 信息架构与逐行复核,src/pages/production-fulfillment/dashboards.ts renderOverview,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：scripts/check-dds-production-fulfillment.mjs --production --layout-v2：总览互斥页签及带筛选下钻返回,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：V2分层交互1366×768；共享筛选1366×768/1280×720/1024×768；命名路由与1920大屏相邻回归见原始样本；PDA不适用,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence-v2/verification.json；implementation-evidence-v2/regression/verification.json；implementation-evidence-v2/metrics/verification.json；implementation-evidence-v2/build-manifest-v2.json；implementation-review-v2.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
IA-002,product-design.md 第11/12/20.1节；用户2026-09-17页面反馈,概况最多三条关注卡，完整记录带条件下钻列表,WP09 信息架构与逐行复核,src/pages/production-fulfillment/dashboards.ts renderPriorityCards；index.ts drill-tasks,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：scripts/check-dds-production-fulfillment.mjs --production --layout-v2：总览互斥页签及带筛选下钻返回,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：V2分层交互1366×768；共享筛选1366×768/1280×720/1024×768；命名路由与1920大屏相邻回归见原始样本；PDA不适用,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence-v2/verification.json；implementation-evidence-v2/regression/verification.json；implementation-evidence-v2/metrics/verification.json；implementation-evidence-v2/build-manifest-v2.json；implementation-review-v2.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
IA-003,product-design.md 第11/12/20.1节；用户2026-09-17页面反馈,下钻与返回恢复已查询条件及父页页签,WP09 信息架构与逐行复核,src/pages/production-fulfillment/index.ts routeViews pendingTaskFilters,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：scripts/check-dds-production-fulfillment.mjs --production --layout-v2：总览互斥页签及带筛选下钻返回,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：V2分层交互1366×768；共享筛选1366×768/1280×720/1024×768；命名路由与1920大屏相邻回归见原始样本；PDA不适用,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence-v2/verification.json；implementation-evidence-v2/regression/verification.json；implementation-evidence-v2/metrics/verification.json；implementation-evidence-v2/build-manifest-v2.json；implementation-review-v2.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
IA-004,product-design.md 第11/12/20.1节；用户2026-09-17页面反馈,任务详情顶层Tab先于长甘特，默认折叠完成阶段,WP09 信息架构与逐行复核,src/pages/production-fulfillment/task-detail.ts renderTaskDetail；timeline.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：scripts/check-dds-production-fulfillment.mjs --production --layout-v2：任务详情、工作抽屉和示例分层,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：V2分层交互1366×768；共享筛选1366×768/1280×720/1024×768；命名路由与1920大屏相邻回归见原始样本；PDA不适用,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence-v2/verification.json；implementation-evidence-v2/regression/verification.json；implementation-evidence-v2/metrics/verification.json；implementation-evidence-v2/build-manifest-v2.json；implementation-review-v2.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
IA-005,product-design.md 第11/12/20.1节；用户2026-09-17页面反馈,计算和数量二级页签互斥；独立算例单独页面,WP09 信息架构与逐行复核,src/pages/production-fulfillment/task-detail.ts；examples.ts；store.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：scripts/check-dds-production-fulfillment.mjs --production --layout-v2：任务详情、工作抽屉和示例分层,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：V2分层交互1366×768；共享筛选1366×768/1280×720/1024×768；命名路由与1920大屏相邻回归见原始样本；PDA不适用,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence-v2/verification.json；implementation-evidence-v2/regression/verification.json；implementation-evidence-v2/metrics/verification.json；implementation-evidence-v2/build-manifest-v2.json；implementation-review-v2.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
IA-006,product-design.md 第11/12/20.1节；用户2026-09-17页面反馈,工作详情三页签分时效数量、依赖、来源，操作固定底部,WP09 信息架构与逐行复核,src/pages/production-fulfillment/task-detail.ts renderWorkDetail,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：scripts/check-dds-production-fulfillment.mjs --production --layout-v2：任务详情、工作抽屉和示例分层,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：V2分层交互1366×768；共享筛选1366×768/1280×720/1024×768；命名路由与1920大屏相邻回归见原始样本；PDA不适用,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence-v2/verification.json；implementation-evidence-v2/regression/verification.json；implementation-evidence-v2/metrics/verification.json；implementation-evidence-v2/build-manifest-v2.json；implementation-review-v2.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
IA-007,product-design.md 第11/12/20.1节；用户2026-09-17页面反馈,团队可执行、需协调、交付记录互斥,WP09 信息架构与逐行复核,src/pages/production-fulfillment/dashboards.ts renderTeams,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：scripts/check-dds-production-fulfillment.mjs --production --layout-v2：团队与履约互斥内容,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：V2分层交互1366×768；共享筛选1366×768/1280×720/1024×768；命名路由与1920大屏相邻回归见原始样本；PDA不适用,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence-v2/verification.json；implementation-evidence-v2/regression/verification.json；implementation-evidence-v2/metrics/verification.json；implementation-evidence-v2/build-manifest-v2.json；implementation-review-v2.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
IA-008,product-design.md 第11/12/20.1节；用户2026-09-17页面反馈,履约实发行、完整订单、时钟对照互斥,WP09 信息架构与逐行复核,src/pages/production-fulfillment/dashboards.ts renderFulfillment,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：scripts/check-dds-production-fulfillment.mjs --production --layout-v2：团队与履约互斥内容,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：V2分层交互1366×768；共享筛选1366×768/1280×720/1024×768；命名路由与1920大屏相邻回归见原始样本；PDA不适用,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence-v2/verification.json；implementation-evidence-v2/regression/verification.json；implementation-evidence-v2/metrics/verification.json；implementation-evidence-v2/build-manifest-v2.json；implementation-review-v2.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
IA-009,product-design.md 第11/12/20.1节；用户2026-09-17页面反馈,配置左阶段右目录，选中工作归属当前阶段,WP09 信息架构与逐行复核,src/pages/production-fulfillment/configuration.ts renderDirectory ensureStageWork,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：scripts/check-dds-production-fulfillment.mjs --production --layout-v2：配置目录→编辑→试算→校验→发布各5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：V2分层交互1366×768；共享筛选1366×768/1280×720/1024×768；命名路由与1920大屏相邻回归见原始样本；PDA不适用,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence-v2/verification.json；implementation-evidence-v2/regression/verification.json；implementation-evidence-v2/metrics/verification.json；implementation-evidence-v2/build-manifest-v2.json；implementation-review-v2.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
IA-010,product-design.md 第11/12/20.1节；用户2026-09-17页面反馈,配置目录与单对象编辑、试算、校验分层展示,WP09 信息架构与逐行复核,src/pages/production-fulfillment/configuration.ts renderDialog,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：scripts/check-dds-production-fulfillment.mjs --production --layout-v2：配置目录→编辑→试算→校验→发布各5次,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：V2分层交互1366×768；共享筛选1366×768/1280×720/1024×768；命名路由与1920大屏相邻回归见原始样本；PDA不适用,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence-v2/verification.json；implementation-evidence-v2/regression/verification.json；implementation-evidence-v2/metrics/verification.json；implementation-evidence-v2/build-manifest-v2.json；implementation-review-v2.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
