需求编号,来源文档和章节,原子需求,对应实施工作包,实现文件或符号,自动化验证,页面PDA打印或性能验证,当前状态,证据链接或位置,产品确认人,确认版本
CONFIG-006,product-design.md 第12节,默认责任人不是来源脚本创建账号,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CONFIG-007,product-design.md 第12节,阶段浏览顺序不自动生成前置关系,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CONFIG-008,product-design.md 第12节,子项7天组上限5天阻断发布且不静默调整,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CONFIG-009,product-design.md 第12节,版本发布预览受影响范围并保留旧基线,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
CONFIG-010,product-design.md 第12节,草稿规则不冒充已生效标准,WP06,src/pages/production-fulfillment/configuration.ts、config-model.ts、rule-recalculation.ts、catalog.ts,tests/unit/production-fulfillment-configuration.test.ts：13项配置/数量/发布/映射/重算；scripts/check-dds-production-fulfillment.mjs：配置7区各入口5次,configuration-1366.png；样例匹配、冲突、发布预览、选定在途重算及版本历史；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
METRIC-001,product-design.md 第13节,任务工作项订单三种统计对象不混除,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
METRIC-002,product-design.md 第13节,缺规则和缺数据样本与正常样本分列,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
METRIC-003,product-design.md 第13节,任务完成率不混入终止与范围减少后关闭,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
METRIC-004,product-design.md 第13节,客户订单超时率为3除5等于60%,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
METRIC-005,product-design.md 第13节,发货数量加权超时占比为900除1400等于64.29%,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
METRIC-006,product-design.md 第13节,阶段涉及任务数注明可重叠不可加总,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
METRIC-007,product-design.md 第13节,平均耗时同时给样本范围最大值与样本数,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
METRIC-008,product-design.md 第13节,颜色含义同时以文字图标或线型表达,WP05,src/pages/production-fulfillment/calculations.ts、dashboards.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：任务状态互斥/去重/完整订单3比5/数量900比1400；scripts/check-dds-production-fulfillment.mjs：统计与导出,overview-1366.png；fulfillment页两种统计及orders-export.csv；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
DATA-001,product-design.md 第14节,业务发生记录及纠错时刻独立保留,WP02,src/pages/production-fulfillment/model.ts、evidence.ts、boundary-evidence.ts、fixtures.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：乱序重复纠错；tests/unit/production-fulfillment-boundary-evidence.test.ts：来源或时刻缺失；tests/unit/production-fulfillment-configuration.test.ts：单位及合格门槛,006来源事件明细；010数据待判定；001计算与版本；所有页快照版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
DATA-002,product-design.md 第14节,重复事件不重复计算完成数量,WP02,src/pages/production-fulfillment/model.ts、evidence.ts、boundary-evidence.ts、fixtures.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：乱序重复纠错；tests/unit/production-fulfillment-boundary-evidence.test.ts：来源或时刻缺失；tests/unit/production-fulfillment-configuration.test.ts：单位及合格门槛,006来源事件明细；010数据待判定；001计算与版本；所有页快照版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
DATA-003,product-design.md 第14节,乱序和晚补事实保留原发生时间并标补录,WP02,src/pages/production-fulfillment/model.ts、evidence.ts、boundary-evidence.ts、fixtures.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：乱序重复纠错；tests/unit/production-fulfillment-boundary-evidence.test.ts：来源或时刻缺失；tests/unit/production-fulfillment-configuration.test.ts：单位及合格门槛,006来源事件明细；010数据待判定；001计算与版本；所有页快照版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
DATA-004,product-design.md 第14节,来源缺关联进入有负责人的数据事项,WP02,src/pages/production-fulfillment/model.ts、evidence.ts、boundary-evidence.ts、fixtures.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：乱序重复纠错；tests/unit/production-fulfillment-boundary-evidence.test.ts：来源或时刻缺失；tests/unit/production-fulfillment-configuration.test.ts：单位及合格门槛,006来源事件明细；010数据待判定；001计算与版本；所有页快照版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
DATA-005,product-design.md 第14节,源事实与PDA共用不建立DDS独立完成账,WP02,src/pages/production-fulfillment/model.ts、evidence.ts、boundary-evidence.ts、fixtures.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：乱序重复纠错；tests/unit/production-fulfillment-boundary-evidence.test.ts：来源或时刻缺失；tests/unit/production-fulfillment-configuration.test.ts：单位及合格门槛,006来源事件明细；010数据待判定；001计算与版本；所有页快照版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
DATA-006,product-design.md 第14节,所有视图显示一致快照和规则版本,WP02,src/pages/production-fulfillment/model.ts、evidence.ts、boundary-evidence.ts、fixtures.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：乱序重复纠错；tests/unit/production-fulfillment-boundary-evidence.test.ts：来源或时刻缺失；tests/unit/production-fulfillment-configuration.test.ts：单位及合格门槛,006来源事件明细；010数据待判定；001计算与版本；所有页快照版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
DATA-007,product-design.md 第14节,超收短收与单位冲突不静默截断或完结,WP02,src/pages/production-fulfillment/model.ts、evidence.ts、boundary-evidence.ts、fixtures.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：乱序重复纠错；tests/unit/production-fulfillment-boundary-evidence.test.ts：来源或时刻缺失；tests/unit/production-fulfillment-configuration.test.ts：单位及合格门槛,006来源事件明细；010数据待判定；001计算与版本；所有页快照版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
DATA-008,product-design.md 第14节,缺订单时间仍展示实发事实而时效待判定,WP02,src/pages/production-fulfillment/model.ts、evidence.ts、boundary-evidence.ts、fixtures.ts、common.ts,tests/unit/production-fulfillment-calculations.test.ts：乱序重复纠错；tests/unit/production-fulfillment-boundary-evidence.test.ts：来源或时刻缺失；tests/unit/production-fulfillment-configuration.test.ts：单位及合格门槛,006来源事件明细；010数据待判定；001计算与版本；所有页快照版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md；tests/unit/production-fulfillment-boundary-evidence.test.ts；001计算与版本独立边界卡,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ROLE-001,product-design.md 第15节,主跟单对整体负责工作团队对工作负责,WP04,src/pages/production-fulfillment/index.ts、common.ts、dashboards.ts、task-detail.ts、fixtures.ts,scripts/check-dds-production-fulfillment.mjs：跟单范围/主管本团队保存门禁/图片404/大图关闭/打印；tests/unit/production-fulfillment-calculations.test.ts：全对象素材存在,角色切换及保存阻断；team-1024.png；task-report.pdf；image-inventory.md；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ROLE-002,product-design.md 第15节,权限演示按角色范围展示对应任务,WP04,src/pages/production-fulfillment/index.ts、common.ts、dashboards.ts、task-detail.ts、fixtures.ts,scripts/check-dds-production-fulfillment.mjs：跟单范围/主管本团队保存门禁/图片404/大图关闭/打印；tests/unit/production-fulfillment-calculations.test.ts：全对象素材存在,角色切换及保存阻断；team-1024.png；task-report.pdf；image-inventory.md；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ROLE-003,product-design.md 第15节,一线员工继续来源PDA执行而非操作复杂DDS图,WP04,src/pages/production-fulfillment/index.ts、common.ts、dashboards.ts、task-detail.ts、fixtures.ts,scripts/check-dds-production-fulfillment.mjs：跟单范围/主管本团队保存门禁/图片404/大图关闭/打印；tests/unit/production-fulfillment-calculations.test.ts：全对象素材存在,角色切换及保存阻断；team-1024.png；task-report.pdf；image-inventory.md；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ROLE-004,product-design.md 第15节,DDS打印为报表且带快照过滤条件版本Mock标识,WP04,src/pages/production-fulfillment/index.ts、common.ts、dashboards.ts、task-detail.ts、fixtures.ts,scripts/check-dds-production-fulfillment.mjs：跟单范围/主管本团队保存门禁/图片404/大图关闭/打印；tests/unit/production-fulfillment-calculations.test.ts：全对象素材存在,角色切换及保存阻断；team-1024.png；task-report.pdf；image-inventory.md；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ROLE-005,product-design.md 第15节,每个款式及物料对应真实图片而非品类猜图,WP04,src/pages/production-fulfillment/index.ts、common.ts、dashboards.ts、task-detail.ts、fixtures.ts,scripts/check-dds-production-fulfillment.mjs：跟单范围/主管本团队保存门禁/图片404/大图关闭/打印；tests/unit/production-fulfillment-calculations.test.ts：全对象素材存在,角色切换及保存阻断；team-1024.png；task-report.pdf；image-inventory.md；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ROLE-006,product-design.md 第15节,缩略图与对象同块且支持原图关闭遮罩Esc,WP04,src/pages/production-fulfillment/index.ts、common.ts、dashboards.ts、task-detail.ts、fixtures.ts,scripts/check-dds-production-fulfillment.mjs：跟单范围/主管本团队保存门禁/图片404/大图关闭/打印；tests/unit/production-fulfillment-calculations.test.ts：全对象素材存在,角色切换及保存阻断；team-1024.png；task-report.pdf；image-inventory.md；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ROLE-007,product-design.md 第15节,图片失败有明确反馈且缺实图不能判交付,WP04,src/pages/production-fulfillment/index.ts、common.ts、dashboards.ts、task-detail.ts、fixtures.ts,scripts/check-dds-production-fulfillment.mjs：跟单范围/主管本团队保存门禁/图片404/大图关闭/打印；tests/unit/production-fulfillment-calculations.test.ts：全对象素材存在,角色切换及保存阻断；team-1024.png；task-report.pdf；image-inventory.md；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
UX-001,product-design.md 第16节,空列表无权限未接入无实发与加载失败分开反馈,WP07,src/pages/production-fulfillment/index.ts、common.ts、events.ts、styles.css；src/main.ts,scripts/check-dds-production-fulfillment.mjs：空结果/无权限/未接入/图片失败/焦点滚动/低分辨率；tests/unit/production-fulfillment-calculations.test.ts：过期保留未知,九类页面；全部输入、抽屉、展开局部交互；1366/1280/1024截图；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
UX-002,product-design.md 第16节,源错误保留标过期快照而非清空为零,WP07,src/pages/production-fulfillment/index.ts、common.ts、events.ts、styles.css；src/main.ts,scripts/check-dds-production-fulfillment.mjs：空结果/无权限/未接入/图片失败/焦点滚动/低分辨率；tests/unit/production-fulfillment-calculations.test.ts：过期保留未知,九类页面；全部输入、抽屉、展开局部交互；1366/1280/1024截图；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
UX-003,product-design.md 第16节,输入抽屉展开等局部更新不整页重绘,WP07,src/pages/production-fulfillment/index.ts、common.ts、events.ts、styles.css；src/main.ts,scripts/check-dds-production-fulfillment.mjs：空结果/无权限/未接入/图片失败/焦点滚动/低分辨率；tests/unit/production-fulfillment-calculations.test.ts：过期保留未知,九类页面；全部输入、抽屉、展开局部交互；1366/1280/1024截图；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
UX-004,product-design.md 第16节,交互保持焦点滚动和最新筛选条件,WP07,src/pages/production-fulfillment/index.ts、common.ts、events.ts、styles.css；src/main.ts,scripts/check-dds-production-fulfillment.mjs：空结果/无权限/未接入/图片失败/焦点滚动/低分辨率；tests/unit/production-fulfillment-calculations.test.ts：过期保留未知,九类页面；全部输入、抽屉、展开局部交互；1366/1280/1024截图；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
UX-005,product-design.md 第16节,管理页1366和1280及团队1024可完成操作,WP07,src/pages/production-fulfillment/index.ts、common.ts、events.ts、styles.css；src/main.ts,scripts/check-dds-production-fulfillment.mjs：空结果/无权限/未接入/图片失败/焦点滚动/低分辨率；tests/unit/production-fulfillment-calculations.test.ts：过期保留未知,九类页面；全部输入、抽屉、展开局部交互；1366/1280/1024截图；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
PERF-001,product-design.md 第16节,冷启动刷新站内切换全部加载场景实测,WP08,src/pages/production-fulfillment/events.ts、index.ts、styles.css；src/main.ts；index.html,scripts/check-dds-production-fulfillment.mjs --production --deep：1308次全部<200ms，最大135.59999999403954ms,implementation-evidence/verification.json；build-manifest.json；包含冷启动/刷新/SPA和所有操作类别5次；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
PERF-002,product-design.md 第16节,全部可交互入口各至少5次含首次原始值,WP08,src/pages/production-fulfillment/events.ts、index.ts、styles.css；src/main.ts；index.html,scripts/check-dds-production-fulfillment.mjs --production --deep：1308次全部<200ms，最大135.59999999403954ms,implementation-evidence/verification.json；build-manifest.json；包含冷启动/刷新/SPA和所有操作类别5次；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
PERF-003,product-design.md 第16节,每次完整内容及必要图片可用严格低于200ms,WP08,src/pages/production-fulfillment/events.ts、index.ts、styles.css；src/main.ts；index.html,scripts/check-dds-production-fulfillment.mjs --production --deep：1308次全部<200ms，最大135.59999999403954ms,implementation-evidence/verification.json；build-manifest.json；包含冷启动/刷新/SPA和所有操作类别5次；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
PERF-004,product-design.md 第16节,不得用平均值占位或热态冒充首次通过,WP08,src/pages/production-fulfillment/events.ts、index.ts、styles.css；src/main.ts；index.html,scripts/check-dds-production-fulfillment.mjs --production --deep：1308次全部<200ms，最大135.59999999403954ms,implementation-evidence/verification.json；build-manifest.json；包含冷启动/刷新/SPA和所有操作类别5次；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
