源文档,原始行号,所属章节,行意图,对应需求ID或背景,审阅结论,问题ID,原文,审阅范围,源快照SHA256
product-design.md,414,09. 当前时效、逾期与预测风险 / 09.3 主例：尚未逾期，数量已显示风险,对照400与700合格数量解释风险及能力缺口｜本行：详情风险卡文案：“车缝及合格回货剩余600件；当前200件／日，守期需300件／日。预计9月22日10:00全部实发，晚1天。责任：车缝厂A；协,RISK-010/011/012,600/200=3，600/2=300，差100；对照300/200=1.5，整程23.5，算术成立,,详情风险卡文案：“车缝及合格回货剩余600件；当前200件／日，守期需300件／日。预计9月22日10:00全部实发，晚1天。责任：车缝厂A；协调：跟单甲。”数据仅描述可核实差额，不自动承诺加人就一定解决质量与供料约束。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,416,09. 当前时效、逾期与预测风险 / 09.3 主例：尚未逾期，数量已显示风险,对照400与700合格数量解释风险及能力缺口｜本行：对照Mock-PT-002：已合格700，余300，同样200件／日→本项D21.5、全程D23.5；提前0.5天，正常。不同工厂各自的200件,RISK-010/011/012,600/200=3，600/2=300，差100；对照300/200=1.5，整程23.5，算术成立,,对照Mock-PT-002：已合格700，余300，同样200件／日→本项D21.5、全程D23.5；提前0.5天，正常。不同工厂各自的200件能力，不能把同一能力重复分配。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,418,09. 当前时效、逾期与预测风险 / 09.4 上游晚到与本环节追回,组织文档或图表语法：09.4 上游晚到与本环节追回,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 09.4 上游晚到与本环节追回,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,420,09. 当前时效、逾期与预测风险 / 09.4 上游晚到与本环节追回,拆开上游晚到、自身SLA、整体追回和协调责任｜本行：Mock-PT-005以自身T0=9月1日10:00计：输入应D13=9月14日、实到D15=9月16日；本项4天，自身截止D19=9月20日。,RISK-013；PAGE-016,日期偏移与追回2天、总体风险1天一致,,Mock-PT-005以自身T0=9月1日10:00计：输入应D13=9月14日、实到D15=9月16日；本项4天，自身截止D19=9月20日。整体要求D20=9月21日，尾程3天，必须D17=9月18日完成才能守整体，需比自身截止提前2天。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,422,09. 当前时效、逾期与预测风险 / 09.4 上游晚到与本环节追回,拆开上游晚到、自身SLA、整体追回和协调责任｜本行：当前D16=9月17日，本厂没有逾期；标“上游晚到2天，需追回2天”。预计本项9月19日完成，比自身截止早1天，但整体9月22日，仍晚1天。页面,RISK-013；PAGE-016,日期偏移与追回2天、总体风险1天一致,,当前D16=9月17日，本厂没有逾期；标“上游晚到2天，需追回2天”。预计本项9月19日完成，比自身截止早1天，但整体9月22日，仍晚1天。页面分别给出上游迟延责任、当前执行责任、跟单协调责任，不把全部延误归当前工厂。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,424,09. 当前时效、逾期与预测风险 / 09.5 风险与卡点归因,组织文档或图表语法：09.5 风险与卡点归因,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 09.5 风险与卡点归因,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,426,09. 当前时效、逾期与预测风险 / 09.5 风险与卡点归因,规定健康优先级与数量卡点递归追因｜本行：主状态优先级：已逾期→预计逾期→待判定→临期→正常。已知整体已逾期即使缺预测仍显示逾期，叠加“数据不足”。临期默认距离相关生效截止≤2天，且未命,RISK-014/015/016,条文成立；本次仅确认设计语义，当前实现需另核对,,主状态优先级：已逾期→预计逾期→待判定→临期→正常。已知整体已逾期即使缺预测仍显示逾期，叠加“数据不足”。临期默认距离相关生效截止≤2天，且未命中更高状态；阈值可配置。预测精确到天与时分秒，风险不等同“用时超过80%”。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,428,09. 当前时效、逾期与预测风险 / 09.5 风险与卡点归因,规定健康优先级与数量卡点递归追因｜本行：沿未满足前置逐层追溯，显示最深的实际卡点和负责团队：当前等待车缝配套→缺某辅料500PCS→其中300仓内待拨、200采购未入库。卡点影响显示被,RISK-014/015/016,条文成立；本次仅确认设计语义，当前实现需另核对,,沿未满足前置逐层追溯，显示最深的实际卡点和负责团队：当前等待车缝配套→缺某辅料500PCS→其中300仓内待拨、200采购未入库。卡点影响显示被阻数量、被阻后续工作、是否位于当前预测最长路径、消除该卡点后预计能追回多少。多个卡点的影响天数不能直接相加，使用同一网络做单点或组合情景比较。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,430,10. 发货、订单核算、减量与关闭,组织文档或图表语法：10. 发货、订单核算、减量与关闭,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 10. 发货、订单核算、减量与关闭,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,432,10. 发货、订单核算、减量与关闭,逐SKU核算有效范围、剩余和限额计入发货进度｜本行：生产任务有效应发量按每个成衣SKU分别核算，防止不同颜色／尺码超发抵消短发：,SHIP-001/003,条文成立；本次仅确认设计语义，当前实现需另核对,,生产任务有效应发量按每个成衣SKU分别核算，防止不同颜色／尺码超发抵消短发：,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,434,10. 发货、订单核算、减量与关闭,组织文档或图表语法：text,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,```text,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,435,10. 发货、订单核算、减量与关闭,逐SKU核算有效范围、剩余和限额计入发货进度｜本行：有效应发 = 原生产需求 + 已确认追加 - 明确作用于本任务的正式减量,SHIP-001,条文成立；本次仅确认设计语义，当前实现需另核对,,有效应发 = 原生产需求 + 已确认追加 - 明确作用于本任务的正式减量,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,436,10. 发货、订单核算、减量与关闭,"逐SKU核算有效范围、剩余和限额计入发货进度｜本行：SKU剩余应发 = max(SKU有效应发 - 归属该来源的有效实发, 0)",SHIP-003,条文成立；本次仅确认设计语义，当前实现需另核对,,"SKU剩余应发 = max(SKU有效应发 - 归属该来源的有效实发, 0)",仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,437,10. 发货、订单核算、减量与关闭,逐SKU核算有效范围、剩余和限额计入发货进度｜本行：任务剩余 = Σ SKU剩余应发,SHIP-003,条文成立；本次仅确认设计语义，当前实现需另核对,,任务剩余 = Σ SKU剩余应发,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,438,10. 发货、订单核算、减量与关闭,"逐SKU核算有效范围、剩余和限额计入发货进度｜本行：任务发货进度 = Σmin(SKU有效实发, SKU有效应发) / ΣSKU有效应发",SHIP-003,条文成立；本次仅确认设计语义，当前实现需另核对,,"任务发货进度 = Σmin(SKU有效实发, SKU有效应发) / ΣSKU有效应发",仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,439,10. 发货、订单核算、减量与关闭,组织文档或图表语法：,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,```,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,441,10. 发货、订单核算、减量与关闭,把未分配客户取消、正式减产、报废和真实发货事件分开｜本行：客户订单取消但尚未关联生产来源：不变更某笔生产任务数量。如果业务随后正式减少生产需求，则按新的需求变更事件处理，保留两件事的关联依据。全部需求取,SHIP-002/004/010/011；OPEN-001,条文成立；本次仅确认设计语义，当前实现需另核对,,客户订单取消但尚未关联生产来源：不变更某笔生产任务数量。如果业务随后正式减少生产需求，则按新的需求变更事件处理，保留两件事的关联依据。全部需求取消不计为100%按时发货，终止与交付完成分开统计。报废、短装、遗失也不能自动当作减量。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,443,10. 发货、订单核算、减量与关闭,把未分配客户取消、正式减产、报废和真实发货事件分开｜本行：发货必须是本方案定义的实际业务事件，例如仓库完成出库并交承运方；创建运单、打印面单、分配订单、拣货完成都不是实际发货。正式发布前须由履约仓确认唯,SHIP-002/004/010/011；OPEN-001,条文成立；本次仅确认设计语义，当前实现需另核对,,发货必须是本方案定义的实际业务事件，例如仓库完成出库并交承运方；创建运单、打印面单、分配订单、拣货完成都不是实际发货。正式发布前须由履约仓确认唯一终点事件。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,445,10. 发货、订单核算、减量与关闭,组织文档或图表语法：text,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,```text,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,446,10. 发货、订单核算、减量与关闭,定义发货行、全单履约和多来源的完成标准｜本行：客户订单某次发货时效 = 本次实际发货 - 客户订单下单,SHIP-005,规则成立；五个单次全量订单不足以验收跨次/跨来源边界,F06,客户订单某次发货时效 = 本次实际发货 - 客户订单下单,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,447,10. 发货、订单核算、减量与关闭,"定义发货行、全单履约和多来源的完成标准｜本行：本次超时 = max(本次实际发货 - 此订单对应要求截止, 0)",SHIP-005,规则成立；五个单次全量订单不足以验收跨次/跨来源边界,F06,"本次超时 = max(本次实际发货 - 此订单对应要求截止, 0)",仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,448,10. 发货、订单核算、减量与关闭,定义发货行、全单履约和多来源的完成标准｜本行：订单全部履约时效 = 全部有效应发订单行最后完成发货的时刻 - 订单下单,SHIP-006/007,规则成立；五个单次全量订单不足以验收跨次/跨来源边界,F06,订单全部履约时效 = 全部有效应发订单行最后完成发货的时刻 - 订单下单,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,449,10. 发货、订单核算、减量与关闭,组织文档或图表语法：,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,```,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,451,10. 发货、订单核算、减量与关闭,定义发货行、全单履约和多来源的完成标准｜本行：一个客户订单可以跨多次发货、多个生产来源：发货行先分别核算；首次发货时效不能冒充全单完成时效。尚未完成的订单显示部分履约结果，只有确知该订单有效,SHIP-005/006/007,规则成立；五个单次全量订单不足以验收跨次/跨来源边界,F06,一个客户订单可以跨多次发货、多个生产来源：发货行先分别核算；首次发货时效不能冒充全单完成时效。尚未完成的订单显示部分履约结果，只有确知该订单有效应发范围和全部发货事实时才进入完整订单及时率分母。未发部分不能未经来源分配自动挂到某生产任务。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,453,10. 发货、订单核算、减量与关闭,规定客户订单余量取消后关闭不倒填全单实发｜本行：客户订单先部分发货、之后取消剩余量时，保留最后实发时间、取消生效时间及“余量取消后关闭”类型，不倒填此前就已全单发完，也不混入纯发货完成的及时率,SHIP-009,文字成立；需与多次实发边界一起给可复算数据,F06,客户订单先部分发货、之后取消剩余量时，保留最后实发时间、取消生效时间及“余量取消后关闭”类型，不倒填此前就已全单发完，也不混入纯发货完成的及时率分母。此规则针对客户订单，与生产需求正式减量是两套不同对象的记录。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,455,10. 发货、订单核算、减量与关闭,演示生产按期但客户A/C各自超时｜本行：**本例对照：**Mock-PT-008要求9月19日全部发货，实际9月17日，生产任务按期；实际关联订单A耗时10天／要求7天、C耗时16天／,SHIP-008,日期和客户时效结论成立,,**本例对照：**Mock-PT-008要求9月19日全部发货，实际9月17日，生产任务按期；实际关联订单A耗时10天／要求7天、C耗时16天／要求14天，客户订单仍超时。两个结论同时成立。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,457,10. 发货、订单核算、减量与关闭,规定生产正式减量后的进度、关闭日和审计｜本行：生产需求1000正式减100、实发700：有效进度700/900=77.78%，原始范围实发70%，减量10%。9月17日前实发900件，之后9,SHIP-010,700/900=77.78%；后减量后关闭与最后实发分开，口径成立,,生产需求1000正式减100、实发700：有效进度700/900=77.78%，原始范围实发70%，减量10%。9月17日前实发900件，之后9月22日才正式取消剩余100：关闭时刻为9月22日，类型“范围减少后关闭”，不能把完成日倒填为最后实发日、借减量抹掉此前逾期。关闭后数据纠错保留旧结论及重算版本，不能无痕改写历史。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,459,10. 发货、订单核算、减量与关闭,定义无销售订单的待履约及备货边界｜本行：成衣已入库但没有可履约订单／业务发货条件未满足：保留“待履约”及原因、责任归属。若仍处于有发货承诺的有效任务范围，整体时钟继续；若属于备货业务，,SHIP-012；OPEN-001,条文成立；本次仅确认设计语义，当前实现需另核对,,成衣已入库但没有可履约订单／业务发货条件未满足：保留“待履约”及原因、责任归属。若仍处于有发货承诺的有效任务范围，整体时钟继续；若属于备货业务，应选用已确认的备货适用规则及承诺阶段，不能自行假定全部库存即刻有订单可发，也不能把等待销售归责工厂。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,461,11. 可视化方案：分层甘特图为主，数量曲线为辅,组织文档或图表语法：11. 可视化方案：分层甘特图为主，数量曲线为辅,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 11. 可视化方案：分层甘特图为主，数量曲线为辅,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,463,11. 可视化方案：分层甘特图为主，数量曲线为辅,选择甘特主图、数量曲线与依赖辅图｜本行：主图选用 **工作树＋标准／实际／预测分层甘特图**。纯阶段进度条无法表现并行、等待、不同责任和延期传播；流程图适合解释依赖但不擅长比较实际时间,VIS-002/004/012；背景（静态图示）,选型合理；静态长图不能决定页面默认平铺,,主图选用 **工作树＋标准／实际／预测分层甘特图**。纯阶段进度条无法表现并行、等待、不同责任和延期传播；流程图适合解释依赖但不擅长比较实际时间。因此甘特图作为跟单主工作区，依赖网络作为可切换辅助视图，累计数量曲线用于判断回货／发货节奏。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,465,11. 可视化方案：分层甘特图为主，数量曲线为辅,选择甘特主图、数量曲线与依赖辅图｜本行：![跟单首屏摘要图](assets/follower-overview.png),VIS-002/004/012；背景（静态图示）,选型合理；静态长图不能决定页面默认平铺,,![跟单首屏摘要图](assets/follower-overview.png),仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,467,11. 可视化方案：分层甘特图为主，数量曲线为辅,选择甘特主图、数量曲线与依赖辅图｜本行：以下是同一任务的完整计时展开示意：,VIS-002/004/012；背景（静态图示）,选型合理；静态长图不能决定页面默认平铺,,以下是同一任务的完整计时展开示意：,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,469,11. 可视化方案：分层甘特图为主，数量曲线为辅,选择甘特主图、数量曲线与依赖辅图｜本行：![主任务31项甘特图设计示意](assets/task-timeline.png),VIS-002/004/012；背景（静态图示）,选型合理；静态长图不能决定页面默认平铺,,![主任务31项甘特图设计示意](assets/task-timeline.png),仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,471,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.1 首屏组成,组织文档或图表语法：11.1 首屏组成,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 11.1 首屏组成,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,473,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.1 首屏组成,安排任务首屏摘要、风险、甘特和下方页签｜本行：1. 页头：任务号、商品采购／需求／生产／准备单入口、款式图片与名称、主跟单。,VIS-001；OBJECT-001/002,页签置于长甘特下方不利于切换，需提高到摘要后的一级导航,F02;F13,1. 页头：任务号、商品采购／需求／生产／准备单入口、款式图片与名称、主跟单。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,474,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.1 首屏组成,安排任务首屏摘要、风险、甘特和下方页签｜本行：2. 48px摘要：已用20天／要求24天，生效截止9月21日，预测9月22日，未逾期／预计晚1天；已发0／1000件。,VIS-001,页签置于长甘特下方不利于切换，需提高到摘要后的一级导航,F02;F13,2. 48px摘要：已用20天／要求24天，生效截止9月21日，预测9月22日，未逾期／预计晚1天；已发0／1000件。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,475,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.1 首屏组成,安排任务首屏摘要、风险、甘特和下方页签｜本行：3. 风险解释条：当前关键卡点、剩余量、负责团队、需追回量／能力；可展开原因。,RISK-014,页签置于长甘特下方不利于切换，需提高到摘要后的一级导航,F02;F13,3. 风险解释条：当前关键卡点、剩余量、负责团队、需追回量／能力；可展开原因。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,476,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.1 首屏组成,安排任务首屏摘要、风险、甘特和下方页签｜本行：4. 甘特主区：默认展开有风险与正在执行的阶段，已完成阶段压缩为摘要；明确“已展开x／全部y项”，提供一键展开全部。,VIS-002；缺默认展开/压缩原子项,页签置于长甘特下方不利于切换，需提高到摘要后的一级导航,F02;F13,4. 甘特主区：默认展开有风险与正在执行的阶段，已完成阶段压缩为摘要；明确“已展开x／全部y项”，提供一键展开全部。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,477,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.1 首屏组成,安排任务首屏摘要、风险、甘特和下方页签｜本行：5. 下方页签：工作明细、数量批次、实际发货与订单、计算与版本、跟进记录。图与明细选中状态同步。,缺详情一级Tab结构原子项,页签置于长甘特下方不利于切换，需提高到摘要后的一级导航,F02;F13,5. 下方页签：工作明细、数量批次、实际发货与订单、计算与版本、跟进记录。图与明细选中状态同步。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,479,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,组织文档或图表语法：11.2 行与图形编码,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 11.2 行与图形编码,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,481,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：元素,VIS-003/004/005/006/007/008/009；缺里程碑独立项,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|元素|表达|不可省略|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,482,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,组织文档或图表语法：|---|---|---|,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,|---|---|---|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,483,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：阶段行,FLOW-004；TIME-005,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|阶段行|适用工作数、完成／进行中／未开始数、阶段跨度及独立上限|“无独立阶段标准”不显示伪造值|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,484,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：工作行左侧,VIS-003；ROLE-005,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|工作行左侧|名称、物料／批次、责任团队／人、合格／要求数量、SLA|必要图片与对象编码同块；共享项标识|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,485,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：灰色细条,VIS-004,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|灰色细条|所选基线的标准起止|永远保留，不能被预测覆盖|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,486,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：绿色／蓝色实条,VIS-004/009,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|绿色／蓝色实条|已完成／实际执行时间|已完成但逾期时保留绿色完成状态并叠加红色逾期标记|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,487,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：橙色虚线,VIS-004,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|橙色虚线|预计剩余过程及未来工作|文字“预计晚1天”，区别实际完成事实|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,488,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：红色尾段与标签,VIS-004/009,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|红色尾段与标签|已经逾期的部分|红色不用于所有关键路径|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,489,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：灰色虚框／问号,VIS-008,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|灰色虚框／问号|未确认工作或待选择路线|显示判断责任及期限，不当成0天|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,490,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：深色外框／连线,VIS-006；缺双关键路径切换原子项,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|深色外框／连线|标准或当前预测关键路径|可切换，两者分开命名；不只靠颜色|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,491,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：垂直线,VIS-005,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|垂直线|今日、整体生效截止、整体预测完成|日期和D值；基线变更时可加原始截止线|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,492,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：菱形节点,缺里程碑事件/数量原子项,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|菱形节点|首批、90%、全部、入库／发货里程碑|来源是数量事实，不是平均进度推测|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,493,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定阶段/工作行和标准实际预测图形编码｜本行：依赖连线,VIS-007,图形语义成立；关键路径切换和数量里程碑尚需原子覆盖,F13,|依赖连线|选中项的直接前置／后继|串行箭头、并行汇合及数量门槛，不把全部线同时铺满|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,495,11. 可视化方案：分层甘特图为主，数量曲线为辅 / 11.2 行与图形编码,规定未开始/未配置的空值与非悬浮查看入口｜本行：未开始项实际耗时为“—，尚未开始”，进行中为“已用4.00天”，已完成为最终耗时。未配置SLA显示“待配置”，不是0。鼠标悬浮提示不能成为唯一查,VIS-010；ROLE-006,条文成立；本次仅确认设计语义，当前实现需另核对,,未开始项实际耗时为“—，尚未开始”，进行中为“已用4.00天”，已完成为最终耗时。未配置SLA显示“待配置”，不是0。鼠标悬浮提示不能成为唯一查看方式，键盘选择／点击也能打开明细。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
